Date,Open,High,Low,Close,Adj Close,Volume
2006-02-06,34.820000,34.939999,33.700001,33.900002,31.701359,1940300
2006-02-07,33.900002,33.900002,31.730000,32.990002,30.850378,3224600
2006-02-08,31.459999,32.400002,30.879999,32.000000,29.924585,8960500
2006-02-09,29.799999,34.980000,29.510000,34.500000,32.262444,8016600
2006-02-10,33.919998,35.570000,33.599998,34.240002,32.019306,2229100
2006-02-13,36.009998,36.220001,34.430000,35.040001,32.767422,4804900
2006-02-14,34.040001,36.250000,34.020000,35.779999,33.459427,3630300
2006-02-15,35.200001,36.619999,35.200001,36.529999,34.160782,3260600
2006-02-16,36.040001,36.290001,35.450001,35.700001,33.384617,2042100
2006-02-17,36.110001,37.000000,35.070000,36.930000,34.534843,2265000
2006-02-21,35.880001,36.230000,35.250000,35.430000,33.132126,2121900
2006-02-22,35.709999,36.700001,35.340000,36.080002,33.739971,1659600
2006-02-23,35.500000,36.980000,35.400002,36.139999,33.796078,1637400
2006-02-24,35.520000,35.990002,35.450001,35.799999,33.478130,1364600
2006-02-27,35.700001,35.849998,35.200001,35.500000,33.197586,2381100
2006-02-28,35.689999,36.320000,35.279999,35.470001,33.169533,1093400
2006-03-01,35.259998,36.400002,35.060001,36.099998,33.758671,1401600
2006-03-02,35.650002,36.340000,35.610001,36.070000,33.730618,1374000
2006-03-03,36.000000,36.950001,36.000000,36.619999,34.244946,1701600
2006-03-06,36.430000,37.200001,36.430000,36.919998,34.525490,753600
2006-03-07,36.759998,38.000000,36.750000,37.220001,34.806034,833100
2006-03-08,37.029999,37.520000,37.000000,37.410000,34.983711,878800
2006-03-09,37.410000,37.410000,37.090000,37.320000,34.899548,776100
2006-03-10,37.150002,38.150002,36.919998,38.139999,35.666363,1517200
2006-03-13,37.950001,38.889999,37.799999,38.220001,35.741177,3228300
2006-03-14,38.110001,39.099998,38.110001,38.990002,36.461239,2658400
2006-03-15,39.080002,39.799999,38.869999,39.570000,37.003620,1574200
2006-03-16,39.310001,39.570000,39.169998,39.270000,36.723076,568100
2006-03-17,39.029999,39.200001,38.770000,39.200001,36.657619,1345500
2006-03-20,38.759998,40.240002,38.759998,40.150002,37.546005,1850900
2006-03-21,40.779999,42.240002,40.540001,40.939999,38.284763,3005000
2006-03-22,40.650002,43.000000,40.619999,42.639999,39.874508,1677900
2006-03-23,42.349998,42.730000,41.509998,41.700001,38.995476,1488400
2006-03-24,41.700001,42.459999,41.400002,41.709999,39.004826,612700
2006-03-27,41.330002,42.439999,41.299999,42.310001,39.565914,878400
2006-03-28,41.980000,42.220001,40.529999,40.799999,38.153847,1143200
2006-03-29,40.459999,41.000000,39.549999,40.520000,37.892006,792200
2006-03-30,40.500000,40.770000,38.500000,39.009998,36.479939,1274200
2006-03-31,38.849998,40.500000,38.619999,39.930000,37.340271,1007000
2006-04-03,39.500000,39.900002,39.000000,39.130001,36.592159,691800
2006-04-04,38.869999,39.830002,38.119999,39.080002,36.545403,947700
2006-04-05,39.299999,39.400002,38.919998,39.340000,36.788536,677600
2006-04-06,39.020000,39.400002,38.689999,38.919998,36.395775,556200
2006-04-07,38.650002,39.320000,38.480000,38.820000,36.302261,634400
2006-04-10,38.470001,38.750000,37.209999,37.759998,35.311008,1563000
2006-04-11,37.020000,38.700001,37.020000,38.299999,35.815987,2497400
2006-04-12,38.070000,39.279999,38.070000,38.880001,36.358372,2920000
2006-04-13,38.500000,40.049999,38.299999,39.430000,36.872700,2065600
2006-04-17,39.330002,39.340000,38.060001,38.610001,36.105885,1740100
2006-04-18,38.310001,39.099998,37.500000,37.869999,35.413876,1517600
2006-04-19,37.990002,38.680000,37.299999,38.040001,35.572853,2853100
2006-04-20,37.830002,38.340000,36.400002,36.790001,34.403923,1936500
2006-04-21,36.540001,36.930000,34.009998,34.439999,32.206333,1690200
2006-04-24,33.900002,36.400002,33.610001,36.070000,33.730618,1849600
2006-04-25,35.580002,36.150002,34.560001,35.900002,33.571644,1966700
2006-04-26,35.970001,36.220001,35.209999,35.759998,33.440723,1197000
2006-04-27,35.360001,36.880001,35.360001,36.830002,34.441330,954500
2006-04-28,36.730000,36.849998,35.799999,36.009998,33.674507,1461600
2006-05-01,35.860001,36.599998,34.799999,35.279999,32.991856,1676500
2006-05-02,35.189999,36.340000,35.160000,36.009998,33.674507,1909600
2006-05-03,35.759998,38.090000,35.279999,37.619999,35.180088,1549500
2006-05-04,37.560001,39.509998,37.540001,38.630001,36.124588,1564100
2006-05-05,38.279999,39.700001,38.020000,38.970001,36.442535,922200
2006-05-08,38.759998,38.970001,35.340000,35.500000,33.197586,3517400
2006-05-09,35.020000,35.500000,33.299999,35.200001,32.917046,2836700
2006-05-10,35.000000,35.270000,34.110001,34.610001,32.365311,1159000
2006-05-11,34.500000,34.549999,33.619999,33.680000,31.495626,1261500
2006-05-12,33.669998,34.049999,33.230000,33.500000,31.327301,955000
2006-05-15,33.500000,34.070000,33.220001,33.830002,31.635899,2150200
2006-05-16,33.619999,33.980000,32.150002,32.689999,30.569834,1520000
2006-05-17,32.139999,33.299999,31.450001,32.810001,30.682053,1023300
2006-05-18,32.820000,33.380001,32.000000,32.439999,30.336046,931000
2006-05-19,32.000000,33.700001,31.990000,32.919998,30.784916,1766800
2006-05-22,32.529999,32.950001,31.500000,32.150002,30.064857,1212300
2006-05-23,32.310001,32.650002,31.530001,31.570000,29.522474,1060900
2006-05-24,31.480000,31.629999,29.740000,30.389999,28.419004,2333400
2006-05-25,29.920000,31.290001,29.920000,30.600000,28.615385,1067200
2006-05-26,30.740000,31.219999,30.740000,31.049999,29.036198,1123000
2006-05-30,30.820000,31.090000,28.750000,28.990000,27.109804,1600000
2006-05-31,28.940001,29.540001,28.309999,29.430000,27.521267,2523900
2006-06-01,29.350000,30.299999,29.330000,29.850000,27.914028,1356900
2006-06-02,29.670000,29.790001,28.500000,28.920000,27.044344,1232000
2006-06-05,28.309999,28.520000,27.139999,27.469999,25.688385,1023300
2006-06-06,27.469999,27.799999,26.020000,27.680000,25.884768,2468000
2006-06-07,27.209999,28.299999,27.110001,28.049999,26.230768,1430100
2006-06-08,28.400000,28.400000,27.230000,27.600000,25.809956,1206800
2006-06-09,27.799999,28.000000,27.400000,27.590000,25.800604,1225200
2006-06-12,27.650000,27.750000,26.299999,26.770000,25.033787,1391300
2006-06-13,26.629999,27.360001,26.110001,27.030001,25.276924,1425200
2006-06-14,27.000000,28.250000,26.910000,27.809999,26.006334,1521100
2006-06-15,27.799999,30.500000,27.780001,30.420000,28.447060,2328300
2006-06-16,31.180000,32.430000,31.000000,31.480000,29.438311,2187700
2006-06-19,31.459999,31.980000,31.219999,31.600000,29.550528,1473800
2006-06-20,31.520000,32.220001,31.469999,31.799999,29.737556,983800
2006-06-21,31.799999,32.720001,31.410000,32.250000,30.158371,976500
2006-06-22,32.000000,33.049999,31.410000,32.500000,30.392157,936200
2006-06-23,32.349998,32.549999,32.040001,32.540001,30.429564,757900
2006-06-26,32.340000,32.740002,31.299999,31.879999,29.812366,925600
2006-06-27,31.670000,31.680000,29.790001,30.120001,28.166517,1617000
2006-06-28,29.900000,30.400000,29.250000,29.799999,27.867270,1146600
2006-06-29,30.100000,30.350000,29.600000,30.030001,28.082354,3307400
2006-06-30,30.070000,31.280001,30.070000,31.020000,29.008146,6799000
2006-07-03,30.799999,31.480000,30.510000,30.969999,28.961388,361600
2006-07-05,30.780001,31.049999,29.830000,31.049999,29.036198,1681100
2006-07-06,30.770000,32.169998,30.760000,31.400000,29.363499,1330300
2006-07-07,31.240000,31.750000,30.430000,31.150000,29.129713,1088800
2006-07-10,31.110001,31.700001,31.070000,31.480000,29.438311,1003100
2006-07-11,31.240000,31.459999,30.200001,30.820000,28.821115,1529700
2006-07-12,30.530001,31.350000,30.530001,30.770000,28.774359,925500
2006-07-13,30.450001,30.450001,28.280001,28.620001,26.763802,1918400
2006-07-14,28.260000,28.549999,26.250000,26.760000,25.024435,2190000
2006-07-17,26.459999,27.500000,26.270000,26.680000,24.949623,1660200
2006-07-18,26.750000,27.290001,25.879999,26.799999,25.061840,1440600
2006-07-19,27.100000,29.049999,26.950001,28.559999,26.707691,3414800
2006-07-20,28.740000,29.150000,27.309999,27.670000,25.875416,1357600
2006-07-21,27.680000,27.680000,26.530001,26.950001,25.202112,1752200
2006-07-24,28.670000,30.549999,27.600000,28.200001,26.371042,4728200
2006-07-25,28.000000,28.000000,26.799999,27.510000,25.725792,5985800
2006-07-26,27.309999,27.799999,27.100000,27.379999,25.604223,4780500
2006-07-27,27.400000,27.570000,26.500000,26.990000,25.239517,2808900
2006-07-28,26.940001,27.709999,26.660000,27.520000,25.735144,2143200
2006-07-31,27.040001,27.990000,25.799999,26.139999,24.444645,3672700
2006-08-01,25.610001,25.799999,24.709999,25.150000,23.518854,3391000
2006-08-02,24.709999,25.260000,24.040001,24.250000,22.677225,3839100
2006-08-03,24.280001,25.549999,23.750000,25.370001,23.724586,1747300
2006-08-04,25.610001,25.799999,24.320000,24.610001,23.013878,1877800
2006-08-07,24.760000,25.230000,24.100000,24.950001,23.331825,1678900
2006-08-08,24.879999,25.400000,24.600000,24.780001,23.172852,1237000
2006-08-09,24.799999,24.959999,23.629999,23.830000,22.284464,1632300
2006-08-10,22.000000,23.940001,21.900000,23.520000,21.994570,7034700
2006-08-11,23.299999,23.760000,22.110001,22.330000,20.881750,2116200
2006-08-14,22.950001,23.150000,22.330000,22.750000,21.274509,2547800
2006-08-15,23.270000,23.490000,23.020000,23.309999,21.798189,1605500
2006-08-16,23.500000,24.830000,23.150000,24.620001,23.023228,3006500
2006-08-17,24.900000,25.250000,24.160000,24.709999,23.107389,2712200
2006-08-18,24.670000,25.170000,24.350000,24.879999,23.266365,1747900
